Wrong,Type,Right,List
homse,~>,home,"['home', 'hose', 'hone', 'homage', 'jose', 'hums', 'hande', 'hams', 'homer', 'howse']"
hon,~>,on,"['on', 'in', 'win', 'upon', 'shone', 'to', 'joins', 'noon', 'shun', 'um']"
hon,~>,on,"['in', 'on', 'to', 'hon', 'how', 'him', 'gon', 'hob', 'hin', 'than']"
honymoon,~>,honeymoon,['honeymoon']
horid,~>,horrid,"['good', 'horrid', 'gored', 'hired', 'hours', 'hard', 'grid', 'hoed', 'hotrod', 'hood']"
houes,~>,house,"['hours', 'house', 'houses', 'giues', 'hues', 'hoes', 'houres', 'hour', 'goes', 'giued']"
houes,~>,houses,"['hours', 'giues', 'houses', 'hues', 'hoes', 'houres', 'goes', 'giued', 'gourd', 'hoed']"
housebraking,~>,housebreaking,"['housebreaking', 'housebroken']"
houseework,~>,housework,['housework']
hunemoon,~>,honeymoon,['honeymoon']
hung,~>,hang,"['in', 'having', 'hung', 'jung', 'hang', 'hunt', 'hug', 'gang', 'gong', 'hugg']"
hungrey,~>,hungry,"['hungry', 'hungrily', 'hungred', 'hunger', 'hungrier', 'hurry', 'hinge']"
husbon,~>,husband,"['husbun', 'husband', 'hubb']"
ida,~>,idea,"['d', 'ide', 'idea', 'its', 'ode', 'is', 'if', 'ice', 'ofs', 'usda']"
im,~>,him,"['him', 'it', 'me', 'to', 'from', 'in', 'um', 'em', 'men', 'ij']"
indiscrest,~>,indiscreet,['indiscreet']
ingaged,~>,engaged,"['engaged', 'engages', 'imaged', 'engage', 'ingorged', 'enraged', 'images', 'ingag', 'ingulfed', 'enrages']"
ingaged,~>,engaged,"['engaged', 'engages', 'imaged', 'engage', 'ingorged', 'enraged', 'images', 'ingag', 'ingulfed', 'enrages']"
injeck,~>,inject,"['inject', 'uncheck', 'unreck']"
injoid,~>,enjoyed,"['enjoys', 'enjoins', 'enjoy', 'enjoyed', 'injured', 'ingot', 'enjoin', 'enhued', 'inlaid']"
injurys,~>,injuries,"['injury', 'injured', 'injure', 'injuries', 'inures', 'inheres', 'immures', 'inured', 'enjoys', 'insures']"
insexs,~>,insects,"['index', 'insects', 'indexes', 'insets', 'insect', 'onsets', 'incens', 'inspects', 'insists', 'ones']"
instace,~>,instance,"['instance', 'intake', 'instancy', 'incrase', 'instances', 'obstacle', 'induce', 'unstay', 'unstaked', 'insurance']"
intercors,~>,intercourse,"['interiors', 'intercourse', 'interview', 'interviews', 'interacts']"
is,~>,its,"['his', 'a', 'an', 'its', 'it', 'said', 'is', 'this', 'os', 'us']"
is,~>,his,"['us', 'a', 'his', 'it', 'is', 'of', 'how', 'os', 'es', 'ys']"
is,~>,his,"['a', 'on', 'us', 'his', 'at', 'is', 'it', 'this', 'os', 'es']"
is,~>,his,"['wish', 'a', 'lose', 'his', 'do', 'is', 'find', 'use', 's', 'os']"
isant,~>,isn't,"['sent', 'island', 'any', 'ist', 'isn't', 'isn', 'instant', 'ostent', 'extant', 'ont']"
iyes,~>,eyes,"['eyes', 'ioyes', 'yes', 'etes', 'eyed', 'eies', 'yees', 'items', 'its', 'ours']"
iyes,~>,eyes,"['eyes', 'ioyes', 'yes', 'etes', 'eyed', 'eies', 'yees', 'items', 'its', 'ours']"
jaell,~>,jail,"['all', 'hall', 'hell', 'gall', 'jail', 'jelly', 'hail', 'hill', 'hayl', 'haul']"
japannese,~>,japanese,"['japanese', 'japanned']"
joged,~>,jogged,"['jogged', 'joyed', 'gaged', 'hoed', 'jogs', 'joes', 'gouged', 'gorged', 'honed', 'judged']"
joine,~>,join,"['join', 'joined', 'joie', 'joiner', 'joins', 'jaime', 'gaine', 'hone', 'june', 'kine']"
juiciy,~>,juicy,"['juicy', 'juice', 'jocky', 'juices', 'juiciest']"
jungel,~>,jungle,"['angel', 'jungle', 'until', 'hinge', 'jung', 'june', 'kennel', 'huge', 'junk', 'fungal']"
jungel,~>,jungle,"['jungle', 'hinge', 'jung', 'june', 'until', 'hunger', 'kennel', 'huge', 'hugely', 'hung']"
keept,~>,kept,"['kept', 'keep', 'crept', 'leapt', 'jeep', 'keeper', 'lept', 'crypt', 'kraft', 'keepe']"
kees,~>,keys,"['skies', 'we', 'laws', 'lees', 'keys', 'cars', 'lads', 'keeps', 'knees', 'keels']"
kep,~>,kept,"['kept', 'kip', 'keep', 'kelp', 'lap', 'lip', 'cup', 'cap', 'je', 'jeep']"
kichen,~>,kitchen,"['kitchen', 'lichens', 'kitchens', 'liken', 'listen', 'linen', 'cliche', 'chem', 'lice', 'lien']"
kiffe,~>,knife,"['jiffy', 'jiff', 'life', 'liefe', 'judge', 'knife', 'lugge', 'luff', 'lodge', 'coffee']"
kild,~>,killed,"['old', 'killed', 'sold', 'kild', 'kil', 'kid', 'told', 'lit', 'cold', 'lilt']"
killd,~>,killed,"['kills', 'killed', 'kill', 'kild', 'kilos', 'killes', 'lulls', 'cells', 'killer', 'kilo']"
killd,~>,killed,"['kills', 'killed', 'kill', 'kild', 'kilos', 'killes', 'lulls', 'cells', 'killer', 'kilo']"
kitchin,~>,kitchen,"['kitchen', 'kitchens', 'lurching']"
kitching,~>,kitchen,"['lurching', 'kitchen', 'clutching', 'lothing', 'catching', 'kitchens', 'kidding']"
kniffe,~>,knife,"['knife', 'jiffy', 'knite', 'jiff', 'knoe', 'life']"
knitt,~>,knit,"['knott', 'knit', 'knotty', 'knot', 'knight', 'knite', 'knits', 'knitted', 'kit', 'city']"
ladys,~>,lady,"['lady', 'lays', 'lads', 'lasts', 'lady's', 'laded', 'lass', 'laces', 'laths', 'lats']"
lam,~>,lamb,"['la', 'lamb', 'lama', 'lame', 'lamp', 'loam', 'lak', 'km', 'lane', 'land']"
larg,~>,large,"['lath', 'large', 'lag', 'lar', 'lagg', 'leg', 'part', 'loth', 'lug', 'leth']"
lated,~>,later,"['later', 'lated', 'laded', 'late', 'lasted', 'latex', 'lured', 'lathes', 'listed', 'lusted']"
latley,~>,lately,"['ladle', 'late', 'lately', 'lastly', 'kale', 'katy', 'latchkey', 'ladled', 'latest', 'layout']"
lauging,~>,laughing,"['laughing', 'laying', 'lounging', 'louing', 'loafing', 'lagging', 'louring', 'leuying', 'leaving', 'leauing']"
leavs,~>,leaves,"['leaves', 'leav', 'leave', 'leads', 'lava', 'leaved', 'less', 'lead', 'lees', 'leans']"
leve,~>,leave,"['lave', 'live', 'levy', 'level', 'levee', 'lever', 'lee', 'leave', 'lieve', 'lice']"
lichr,~>,like,"['lice', 'lecher', 'live', 'like', 'list', 'lise', 'lush', 'liver', 'line', 'lucy']"
ligthing,~>,lightning,"['lightning', 'lothing', 'lifting', 'lighting', 'logging', 'loathing', 'liftings', 'letting', 'laughing']"
lik,~>,like,"['kil', 'lick', 'like', 'link', 'liu', 'lui', 'kink', 'kick', 'lock', 'lily']"
lisinid,~>,listened,['listened']
listern,~>,listen,"['listen', 'listeth', 'lectern', 'luster', 'lusteth', 'listens', 'liste', 'liter', 'listed', 'leathern']"
litte,~>,little,"['litre', 'lite', 'little', 'litter', 'lithe', 'kitten', 'kite', 'lute', 'lire', 'lirra']"
liy,~>,lie,"['lot', 'lie', 'liu', 'lit', 'life', 'key', 'kit', 'lily', 'ly', 'lou']"
lock,~>,locked,"['locked', 'lock', 'lick', 'luck', 'lack', 'kick', 'locks', 'locke', 'lockt', 'knock']"
lod,~>,old,"['of', 'land', 'los', 'lof', 'lid', 'lad', 'lot', 'old', 'loe', 'kid']"
loker,~>,locker,"['locker', 'likee', 'looker', 'like', 'liuer', 'liked', 'lake', 'lower', 'loser', 'loiter']"
londen,~>,london,"['linden', 'linen', 'laden', 'loaden', 'london', 'kinde', 'lone', 'lumen', 'landing', 'loosen']"
londod,~>,london,"['london', 'lands', 'lined', 'kinds', 'landed', 'loos', 'lobo']"
lonlest,~>,loneliest,"['longest', 'loneliest', 'likest', 'lookest', 'linked', 'lobes', 'lobules', 'lines', 'liest', 'linear']"
lorry's,~>,lorries,['lorries']
los,~>,lose,"['know', 'lose', 'los', 'lie', 'as', 'low', 'a', 'lots', 'loss', 'lost']"
lovyley,~>,lovely,"['lovely', 'lobule', 'lively']"
luckily,~>,lucky,"['lucky', 'luckily', 'lucidly', 'likely', 'luccio', 'lustily']"
mackeup,~>,make-up,"['makeup', 'make-up']"
mae,~>,man,"['man', 'men', 'mar', 'maw', 'may', 'mai', 'mee', 'moe', 'mad', 'mame']"
mand,~>,man,"['and', 'mans', 'man', 'mend', 'mane', 'maned', 'mad', 'hand', 'mens', 'mons']"
maneger,~>,manager,"['manager', 'manger', 'manage', 'mananger', 'monger', 'managers', 'managed', 'merger', 'manner', 'maneuver']"
maneger,~>,manager,"['manager', 'manger', 'manage', 'mananger', 'monger', 'managers', 'managed', 'merger', 'manner', 'maneuver']"
manh,~>,man,"['many', 'mah', 'man', 'maneh', 'mong', 'mony', 'month', 'men', 'munch', 'mon']"
manh,~>,man,"['man', 'many', 'mah', 'maneh', 'mong', 'may', 'mony', 'month', 'men', 'munch']"
manyfold,~>,manifold,['manifold']
marg,~>,marge,"['mart', 'mar', 'math', 'marge', 'marr', 'matt', 'march', 'marsh', 'mat', 'mah']"
marrede,~>,married,"['marred', 'marres', 'marrie', 'narrate', 'married', 'matted', 'marre', 'merrie', 'marries', 'matured']"
marreid,~>,married,"['married', 'marred', 'marres', 'marries', 'marrie', 'matted', 'marre', 'maryed', 'matured', 'mated']"
marrid,~>,married,"['marred', 'marrie', 'married', 'marres', 'marries', 'merrie', 'mortis', 'marrow', 'matted', 'matrix']"
marrid,~>,married,"['married', 'marred', 'marrie', 'marres', 'marries', 'merrie', 'mortis', 'marrow', 'matted', 'matrix']"
marryid,~>,married,"['married', 'maryed', 'marred', 'marries', 'marrie', 'marry', 'marres', 'merrie']"
marsk,~>,mask,"['mars', 'mask', 'mark', 'mats', 'marl', 'nark', 'mural', 'murk', 'moral', 'musk']"
marsks,~>,masks,"['marks', 'masks', 'morals', 'mars', 'mask', 'mass', 'mark', 'marke', 'maske', 'mares']"
marsks,~>,masks,"['marks', 'masks', 'morals', 'mars', 'mask', 'mass', 'mark', 'marke', 'maske', 'mares']"
may,~>,my,"['my', 'a', 'no', 'may', 'not', 'mat', 'nay', 'me', 'at', 'many']"
me,~>,be,"['be', 'he', 'the', 'me', 'make', 'ne', 'ma', 'mu', 'my', 'mea']"
meadoy,~>,meadow,"['meadow', 'neatly', 'meat', 'meaty', 'mealy', 'madly', 'nearly', 'heady', 'mead', 'messy']"
meddow,~>,meadow,"['meadow', 'meddle', 'middle', 'muddle', 'meddled']"
medow,~>,meadow,"['meadow', 'media', 'mew', 'meadows', 'metis', 'mow', 'mete', 'made', 'miso', 'mess']"
meny,~>,many,"['ment', 'menu', 'many', 'men', 'meme', 'mint', 'myne', 'mane', 'mini', 'mine']"
middal,~>,middle,"['modal', 'middle', 'medal', 'ideal', 'mitral', 'midday', 'model', 'mindful', 'metal', 'mortal']"
midsummer's,~>,midsummer,['midsummer']
migth,~>,might,"['mirth', 'moth', 'nigh', 'month', 'murth', 'myth', 'ninth', 'mighty', 'might', 'mth']"
migth,~>,might,"['might', 'mirth', 'moth', 'nigh', 'month', 'murth', 'myth', 'ninth', 'mighty', 'mth']"
minetes,~>,minutes,"['minutes', 'minted', 'moneyed', 'miners', 'nineties', 'minute', 'mindes', 'minutest', 'minute's', 'mimetic']"
mistory,~>,mystery,"['history', 'story', 'misty', 'mixture', 'mostly', 'moisture', 'misfire', 'mystery', 'victory', 'musty']"
mistory,~>,mystery,"['history', 'story', 'misty', 'victory', 'mixture', 'mostly', 'moisture', 'misfire', 'motor', 'mystery']"
mistory,~>,mystery,"['misty', 'mixture', 'mostly', 'moisture', 'misfire', 'victory', 'mystery', 'musty', 'mosty', 'moory']"
mistory,~>,mystery,"['victory', 'mystery', 'history', 'story', 'misty', 'mixture', 'motor', 'mostly', 'moisture', 'misfire']"
mistory,~>,mystery,"['history', 'story', 'misty', 'mixture', 'mostly', 'moisture', 'misfire', 'mystery', 'motor', 'victory']"
moning,~>,morning,"['morning', 'mining', 'moaning', 'minting', 'mobbing', 'minding', 'mincing', 'meaning', 'manning', 'naming']"
monsth,~>,months,"['month', 'moneth', 'mosty', 'moth', 'monarch', 'mons', 'months', 'most', 'mopnth', 'ninth']"
month,~>,months,"['months', 'month', 'moth', 'moneth', 'mopnth', 'ninth', 'mong', 'mony', 'mint', 'math']"
morring,~>,morning,"['marring', 'motoring', 'marrying', 'matting', 'morning', 'mooring', 'noting', 'snorting', 'mortaring', 'mottling']"
morther,~>,mother,"['mother', 'murther', 'morter', 'mither', 'northern', 'northers', 'mortar', 'murthers', 'mothers', 'nether']"
mouthr,~>,mother,"['mouth', 'mouthed', 'mouthes', 'mough', 'mourne', 'mouths', 'nought', 'moth', 'mother', 'mout']"
murber,~>,murder,"['merger', 'mourner', 'murder', 'miter', 'miner', 'mugger', 'morever', 'mover', 'meter', 'mater']"
mush,~>,much,"['much', 'mesh', 'mash', 'must', 'mud', 'mug', 'mah', 'mis', 'munch', 'marsh']"
mush,~>,much,"['much', 'mesh', 'mash', 'must', 'mud', 'mug', 'mah', 'mis', 'munch', 'marsh']"
mush,~>,much,"['much', 'mesh', 'mash', 'must', 'mud', 'mug', 'mah', 'mis', 'munch', 'marsh']"
mush,~>,much,"['much', 'mesh', 'mash', 'must', 'mud', 'mug', 'mah', 'mis', 'munch', 'marsh']"
myshelf,~>,myself,['myself']
neally,~>,nearly,"['belly', 'bally', 'mealy', 'meekly', 'nilly', 'neatly', 'nearly', 'bleakly', 'morally', 'bully']"
nealy,~>,nearly,"['mealy', 'neatly', 'nearly', 'newly', 'bely', 'meanly', 'meal', 'neat', 'belt', 'bray']"
nearst,~>,nearest,"['nears', 'nearest', 'beast', 'bears', 'bearest', 'neatest', 'newest', 'neerest', 'nearer', 'neared']"
nerer,~>,nearer,"['better', 'meter', 'nearer', 'nere', 'neer', 'neerer', 'nerue', 'bearer', 'beer', 'merger']"
nerly,~>,nearly,"['narly', 'nearly', 'burly', 'bely', 'merely', 'neatly', 'murky', 'nere', 'nary', 'newly']"
nest,~>,next,"['way', 'nest', 'best', 'neat', 'next', 'newt', 'beat', 'meat', 'near', 'net']"
neve,~>,never,"['knew', 'have', 'gave', 'never', 'be', 'nerve', 're', 'bevy', 'nice', 'save']"
new,~>,knew,"['knew', 'is', 'new', 'mew', 'saw', 'bee', 'meq', 'mee', 'newt', 'news']"
nexe,~>,next,"['nay', 'hence', 'once', 'nice', 'next', 'bees', 'new', 'mee', 'bee', 'nise']"
ninty,~>,ninety,"['ninth', 'ninety', 'mint', 'nony', 'nine', 'nite', 'binde', 'month', 'minde', 'ning']"
niped,~>,nipped,"['biped', 'nipped', 'bipeds', 'nips', 'biled', 'nuper', 'need', 'nised', 'bumped', 'bird']"
no,~>,not,"['not', 'so', 'in', 'it', 'no', 'unto', 'a', 'bo', 'mo', 'to']"
nore,~>,nor,"['bore', 'more', 'note', 'nord', 'mire', 'mote', 'nite', 'noire', 'nor', 'bare']"
nose,~>,noise,"['is', 'nose', 'nise', 'noise', 'noyse', 'bode', 'mode', 'noses', 'nosed', 'nos']"
nots,~>,notes,"['nuts', 'nods', 'bits', 'boys', 'nord', 'not', 'nos', 'notes', 'bats', 'mats']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
oclock,~>,o'clock,"['o'clock', 'unlock']"
of,~>,off,"['out', 'to', 'up', 'and', 'on', 'in', 'of', 'off', 'if', 'a']"
of,~>,off,"['to', 'at', 'out', 'on', 'up', 'and', 'in', 'off', 'of', 'a']"
of,~>,off,"['off', 'it', 'out', 'of', 'if', 'op', 'or', 'ov', 'ofd', 'oft']"
ony,~>,only,"['not', 'one', 'an', 'in', 'none', 'any', 'only', 'on', 'ont', 'onyx']"
opend,~>,opened,"['opens', 'opened', 'open', 'opine', 'append', 'opined', 'offend', 'opec', 'opener', 'owns']"
ophoned,~>,orphaned,"['opined', 'orphaned', 'opine']"
orcher,~>,orchard,"['butcher', 'order', 'others', 'other', 'orchard', 'archer', 'ocher', 'arches', 'archers', 'archery']"
orphaed,~>,orphaned,"['orphaned', 'orchard', 'orphans']"
ou,~>,out,"['au', 'oui', 'oud', 'out', 'our', 'o', 'u', 'ai', 'ay', 'oh']"
ouht,~>,out,"['ought', 'out', 'aunt', 'our', 'aught', 'oud', 'oat', 'ont', 'oust', 'aint']"
outsild,~>,outside,"['outside', 'outset', 'outwit']"
ove,~>,over,"['ave', 'ova', 'ice', 'ov', 'over', 'oven', 'ace', 'ivy', 'obi', 'ode']"
ove,~>,over,"['ave', 'ova', 'ice', 'ov', 'over', 'oven', 'ace', 'ivy', 'obi', 'ode']"
overy,~>,over,"['overt', 'overly', 'over', 'avert', 'obey', 'ober', 'aery', 'aver', 'oary', 'over-']"
paralised,~>,paralysed,"['paralysed', 'paralyse', 'paralysis', 'paralyzed', 'praised', 'paralyzes', 'paradises', 'paraded', 'praises']"
partey,~>,party,"['party', 'parteth', 'parry', 'parti', 'poetry', 'purty', 'partly', 'parley', 'parted', 'part']"
parthway,~>,pathway,"['pathway', 'pathways', 'farthest']"
passess,~>,possess,"['possess', 'passes', 'passedst', 'passed', 'possesse', 'passest', 'passe', 'fasces', 'padded', 'posse's']"
peason,~>,person,"['peasant', 'person', 'paso', 'peso', 'peas', 'parson', 'passion', 'pecan', 'prison', 'prawn']"
peolpe,~>,people,"['people', 'pole', 'proofe', 'pope', 'peake', 'paule', 'pulpy', 'parole', 'pipe', 'poke']"
peped,~>,peeped,"['piped', 'peeped', 'peed', 'pipes', 'feed', 'pipe', 'pumped', 'paper', 'paled', 'papas']"
pese,~>,piece,"['pear', 'pre', 'fuse', 'pace', 'per', 'piece', 'few', 'peake', 'peace', 'pew']"
pht,~>,put,"['ph', 'pt', 'put', 'pg', 'ft', 'pct', 'ppt', 'pant', 'pint', 'pat']"
phto,~>,photo,"['photo', 'pro', 'phoo', 'pinto', 'photos', 'ph', 'pt', 'fro', 'phyla', 'put']"
pice,~>,piece,"['price', 'pike', 'piece', 'five', 'pince', 'pie', 'pose', 'poke', 'poca', 'puke']"
picted,~>,picked,"['posted', 'fisted', 'picked', 'pitted', 'pictured', 'pitied', 'pored', 'priced', 'picketed', 'pieced']"
pictuou,~>,picture,"['picture', 'pitious']"
pictyres,~>,pictures,"['pictures', 'pictured', 'picture', 'fixtures', 'postures', 'punctures', 'punctured']"
piked,~>,picked,"['pikes', 'piled', 'poked', 'pike', 'picked', 'poled', 'piles', 'pokes', 'filed', 'pies']"
pitures,~>,pictures,"['figure', 'figures', 'future', 'pictures', 'futures', 'picture', 'pictured', 'postures', 'fixtures', 'pirates']"
pitures,~>,pictures,"['pictures', 'futures', 'figures', 'pictured', 'postures', 'fixtures', 'pirates', 'petered', 'picture', 'figured']"
play,~>,plan,"['place', 'plan', 'play', 'lot', 'plat', 'flay', 'ploy', 'plague', 'playd', 'palay']"
pleace,~>,please,"['please', 'pleade', 'peace', 'place', 'fleece', 'peece', 'peake', 'pleases', 'pleased', 'plase']"
poicle,~>,police,"['poise', 'poodle', 'pool', 'foile', 'police', 'plucke', 'pile', 'pickle', 'pole', 'piece']"
poicle,~>,police,"['poise', 'poodle', 'foile', 'pool', 'police', 'plucke', 'pickle', 'pole', 'pile', 'piece']"
poicle,~>,police,"['poise', 'poodle', 'foile', 'pool', 'police', 'plucke', 'pickle', 'pole', 'pile', 'piece']"
poilice,~>,police,"['police', 'poultice', 'policy', 'polices', 'policed', 'poultices']"
polcemen,~>,policemen,"['policemen', 'policeman', 'possemen']"
polic,~>,police,"['polis', 'police', 'policy', 'poles', 'polo', 'poled', 'frolic', 'polish', 'pois', 'poly']"
polic,~>,police,"['polis', 'police', 'policy', 'poles', 'polo', 'poled', 'public', 'frolic', 'polish', 'pois']"
polic,~>,police,"['polis', 'police', 'policy', 'poles', 'polo', 'poled', 'frolic', 'polish', 'pois', 'poly']"
polic,~>,police,"['polis', 'police', 'policy', 'poles', 'polo', 'poled', 'frolic', 'polish', 'pois', 'poly']"
policman,~>,policeman,"['policeman', 'policemen']"
pollce,~>,police,"['police', 'polls', 'policy', 'pole', 'poll', 'pollen', 'polled', 'fille', 'folke', 'polices']"
poney,~>,pony,"['piney', 'pony', 'pine', 'poet', 'pane', 'puny', 'one', 'pansy', 'pond', 'fine']"
pooting,~>,pointing,"['footing', 'pouting', 'pouring', 'piloting', 'pointing', 'poring', 'pivoting', 'pairing', 'posting', 'plotting']"
poped,~>,popped,"['piped', 'pipes', 'popped', 'pope', 'poled', 'pope's', 'pipe', 'pops', 'pumped', 'piper']"
pople,~>,people,"['people', 'pope', 'poeple', 'pole', 'pipe', 'poke', 'pile', 'poplar', 'purple', 'poly']"
potates,~>,potatoes,"['potatoes', 'pirates', 'potted', 'parades', 'plates', 'forages', 'ported', 'pates', 'pirate', 'prorated']"
potates,~>,potatoes,"['potatoes', 'pirates', 'potted', 'parades', 'plates', 'forages', 'ported', 'pates', 'pirate', 'prorated']"
pouder,~>,powder,"['prouder', 'poser', 'founder', 'pouted', 'poorer', 'plunder', 'ponder', 'powder', 'poure', 'poise']"
prarents,~>,parents,"['parents', 'patents', 'pretends', 'parent's', 'parents'', 'parent', 'portents', 'prevents', 'parings', 'prawns']"
preety,~>,pretty,"['piety', 'peaty', 'pretty', 'perry', 'prey', 'freer', 'party', 'prest', 'purty', 'feete']"
pregant,~>,pregnant,"['pregnant', 'prevent', 'prefab', 'pretend', 'fragrant', 'prest', 'pregnancy', 'pre-han', 'present', 'preuent']"
pregnet,~>,pregnant,"['pregnant', 'prefer', 'pruned', 'feigned', 'preme']"
prerents,~>,parents,"['pretends', 'parents', 'prevents', 'presents', 'pretend', 'patents', 'prefers', 'pretexts', 'portents', 'precedents']"
pretiest,~>,prettiest,"['pretest', 'prettiest', 'pretext', 'purtiest', 'priest', 'prayest', 'predict', 'prettier']"
prettest,~>,prettiest,"['pretest', 'prettiest', 'puttest', 'pretext', 'fretted', 'prayest', 'fittest', 'fattest', 'prettier', 'petted']"
principl,~>,principle,"['principle', 'principles', 'principal', 'principals', 'principled', 'prnciple', 'pencil']"
prisin,~>,prison,"['prison', 'prosing', 'prisons', 'pricing', 'praising', 'pristine', 'prose', 'pride', 'frise', 'price']"
privait,~>,private,"['privet', 'private', 'profit', 'prickt', 'privacy', 'pivot', 'prevail', 'privily', 'privy']"
probally,~>,probably,"['probably', 'pro-ball', 'probly', 'frugally', 'personally', 'probable']"
proceded,~>,proceeded,"['proceed', 'proceeded', 'provided', 'processed', 'provides', 'procured', 'preceded', 'prodded', 'process', 'proceeds']"
programe,~>,programme,"['program', 'programme', 'programed', 'programs', 'programmed', 'programmer', 'programmes', 'profane', 'program's']"
programes,~>,programmes,"['programed', 'programmes', 'programs', 'programmed', 'program's', 'program', 'programme', 'profaned']"
puntuation,~>,punctuation,['punctuation']
quere,~>,queer,"['query', 'quire', 'queer', 'quite', 'queerer', 'were', 'quires', 'warre', 'where', 'weare']"
quiert,~>,quiet,"['quiet', 'quirt', 'query', 'quart', 'queer', 'quiver', 'quire', 'quieter', 'quit', 'quietly']"
quitely,~>,quietly,"['whitely', 'quite', 'quietly', 'widely', 'quiet', 'quote', 'quintet', 'quire', 'quilt', 'qtrly']"
qurral,~>,quarrel,"['quarrel', 'quetzal', 'quel', 'wreak']"
raceing,~>,racing,"['racing', 'takeing', 'raving', 'ravening', 'receding', 'raking', 'taxiing', 'racking', 'earing', 'taxing']"
rad,~>,road,"['road', 'and', 'ras', 'rod', 'red', 'rat', 'rac', 'rand', 'raid', 'read']"
radyator,~>,radiator,"['radiator', 'radiators', 'radiate', 'testator', 'resistor']"
raod,~>,road,"['road', 'raid', 'rood', 'roof', 'rod', 'rais', 'of', 'old', 'root', 'read']"
raperly,~>,rapidly,"['rapidly', 'rarely', 'eagerly', 'earely', 'early', 'tartly', 'taper']"
realy,~>,really,"['really', 'real', 'rely', 'realty', 'eely', 'regale', 'roly', 'realer', 'resale', 'risky']"
recher,~>,richer,"['richer', 'teacher', 'rancher', 'recur', 'reachers', 'trencher', 'reechie', 'reached', 'recit', 'reset']"
reconnised,~>,recognized,"['recognised', 'recognises', 'recognise', 'recognized']"
redey,~>,ready,"['ready', 'reset', 'teddy', 'ruddy', 'rudely', 'reedy', 'rude', 'ride', 'redeem', 'eddy']"
reding,~>,reading,"['riding', 'rending', 'reading', 'rising', 'rating', 'resting', 'reefing', 'racing', 'resin', 'tending']"
registery,~>,registry,"['registry', 'register', 'registered', 'registers', 'registrar']"
replid,~>,replied,"['replied', 'replies', 'tepid', 'rapid', 'reply', 'relic', 'repaid', 'replica', 'repos', 'relied']"
replid,~>,replied,"['replied', 'replies', 'tepid', 'rapid', 'reply', 'relic', 'repaid', 'replica', 'repos', 'relied']"
replie,~>,reply,"['replied', 'replies', 'replica', 'replete', 'reply', 'relies', 'relieu', 'relief', 'relied', 'reliev']"
retier,~>,retire,"['retire', 'retied', 'retort', 'readier', 'eerie', 'retailer', 'retired', 'retires', 'renter', 'reuter']"
reveirse,~>,reverse,"['reverse', 'revere', 'revers', 'reversed', 'reverses', 'revise', 'reveries']"
rigth,~>,right,"['eighth', 'rift', 'reigh', 'righs', 'right', 'rig', 'toth', 'eighty', 'rifts', 'tilth']"
rigth,~>,right,"['right', 'eighth', 'rift', 'reigh', 'righs', 'rig', 'toth', 'eighty', 'rifts', 'tilth']"
rite,~>,write,"['write', 'rite', 'ride', 'rote', 'rore', 'rites', 'rie', 'trite', 'tire', 'tote']"
rought,~>,rough,"['brought', 'fought', 'taught', 'rough', 'thought', 'right', 'tough', 'roughly', 'rougher', 'bought']"
rougth,~>,rough,"['rough', 'tough', 'roughs', 'rout', 'trough', 'tooth', 'enough', 'tout', 'toughs', 'though']"
rouns,~>,rounds,"['round', 'runs', 'rous', 'rounds', 'ruins', 'rooms', 'rains', 'rins', 'rounnd', 'robs']"
rowd,~>,rowed,"['rows', 'cried', 'rowe', 'rod', 'row', 'rowed', 'roes', 'rowdy', 'toed', 'tows']"
rownd,~>,round,"['towns', 'towne', 'rind', 'rows', 'rend', 'town', 'rand', 'round', 'rowe', 'rowed']"
royl,~>,royal,"['soul', 'tail', 'royal', 'toil', 'rail', 'rot', 'rul', 'riyal', 'toyle', 'toy']"
royl,~>,royal,"['royal', 'toil', 'foul', 'boil', 'rail', 'rot', 'rul', 'riyal', 'toyle', 'toy']"
royl,~>,royal,"['royal', 'toil', 'rail', 'rot', 'rul', 'riyal', 'toyle', 'toy', 'roi', 'roe']"
royl,~>,royal,"['royal', 'toil', 'rail', 'rot', 'rul', 'riyal', 'toyle', 'toy', 'roi', 'roe']"
royl,~>,royal,"['to', 'royal', 'toil', 'rail', 'rot', 'rul', 'riyal', 'toyle', 'toy', 'roi']"
royl,~>,royal,"['toil', 'soul', 'royal', 'rail', 'toy', 'tail', 'rot', 'rul', 'riyal', 'toyle']"
rumer,~>,rumour,"['tamer', 'euer', 'rime', 'runner', 'time', 'rumor', 'rumour', 'roemer', 'roamer', 'reme']"
run,~>,ran,"['on', 'in', 'to', 'from', 'run', 'rum', 'rub', 'tun', 'ren', 'ran']"
